ItemInfoList (WoodcutterExcludedResources) amount: 6
 - ItemInfo (Item_Decoration_RibbonBP) components: 0
 - ItemInfo (Item_Decoration_SmolkrBP) components: 0
 - ItemInfo (Item_Decoration_Air) components: 0
 - ItemInfo (Item_Decoration_Earth) components: 0
 - ItemInfo (Item_Decoration_Fire) components: 0
 - ItemInfo (Item_Decoration_Water) components: 0
 - ItemInfo (Item_Decoration_Tinsel1) components: 0
 - ItemInfo (Item_Decoration_Tinsel2) components: 0
 - ItemInfo (Item_Decoration_Tinsel3) components: 0
 - ItemInfo (Item_Decoration_CrawlerHeadBP) components: 0
 - ItemInfo (Item_Decoration_SkeletrollHeadBP) components: 0
 - ItemInfo (Item_Decoration_StoneJotunHeadBP) components: 0
 - ItemInfo (Item_Tools_IronShovel) components: 0
 - ItemInfo (Item_Tools_WoodShovel) components: 0
 - ItemInfo (Item_Magic_ExplodingSackBP) components: 0
 - ItemInfo (Item_Tools_SturdyFishingRodBP) components: 0
 - ItemInfo (Item_Armor_CapePelt2) components: 0
ItemInfoList (CuringRecipes_T1) amount: 1
 - ItemInfo (Item_Materials_CuredLeatherHide) components: 0
ItemInfoList (MetalworkerBlueprints_T1) amount: 8
 - ItemInfo (Item_Forging_IronBarForging) components: 0
 - ItemInfo (Item_Forging_IronPlateForging) components: 0
 - ItemInfo (Item_Forging_IronKnifeBladeForging) components: 0
 - ItemInfo (Item_Forging_IronNailsForging) components: 0
 - ItemInfo (Item_Forging_IronSmallAxeHeadForging) components: 0
 - ItemInfo (Item_Forging_IronSmallHammerHeadForging) components: 0
 - ItemInfo (Item_Forging_IronSmallPickaxeHeadForging) components: 0
 - ItemInfo (Item_Forging_IronSmallBladeForging) components: 0
ItemInfoList (WorkshopBlueprints_T1) amount: 86
 - ItemInfo (Item_Binders_BasicRope) components: 0
 - ItemInfo (Item_Binders_5xBasicRope) components: 0
 - ItemInfo (Item_Materials_StoneBlade) components: 0
 - ItemInfo (Item_Materials_5x StoneBlade) components: 0
 - ItemInfo (Item_Materials_FibresFromBark) components: 0
 - ItemInfo (Item_Tools_StoneAxe) components: 0
 - ItemInfo (Item_Tools_StonePickaxe) components: 0
 - ItemInfo (Item_Tools_StoneKnife) components: 0
 - ItemInfo (Item_Tools_WoodHammer) components: 0
 - ItemInfo (Item_Tools_SimpleTorch) components: 0
 - ItemInfo (Item_Tools_LargeStoneAxe) components: 0
 - ItemInfo (Item_Tools_LargeStonePickaxe) components: 0
 - ItemInfo (Item_Tools_WoodHoe) components: 0
 - ItemInfo (Item_Tools_WoodRake) components: 0
 - ItemInfo (Item_Weaponry_FlimsyBow) components: 0
 - ItemInfo (Item_Weaponry_SimpleBow) components: 0
 - ItemInfo (Item_Weaponry_Shield1) components: 0
 - ItemInfo (Item_Weaponry_WoodArrow) components: 0
 - ItemInfo (Item_Weaponry_WoodArrowBone) components: 0
 - ItemInfo (Item_Weaponry_1HSimpleSpikedClub) components: 0
 - ItemInfo (Item_Weaponry_1HFlimsyClub) components: 0
 - ItemInfo (Item_Armor_LinenChest) components: 0
 - ItemInfo (Item_Armor_LinenGloves) components: 0
 - ItemInfo (Item_Armor_LinenHelm) components: 0
 - ItemInfo (Item_Armor_LinenPants) components: 0
 - ItemInfo (Item_Tools_DrawKnifeBP) components: 0
 - ItemInfo (Item_Tools_IronSmallAxe) components: 0
 - ItemInfo (Item_Tools_IronSmallPickaxe) components: 0
 - ItemInfo (Item_Armor_Linen1Boots) components: 0
 - ItemInfo (Item_Armor_Linen1Chest) components: 0
 - ItemInfo (Item_Armor_Linen1Helm) components: 0
 - ItemInfo (Item_Armor_Linen1Pants) components: 0
 - ItemInfo (Item_Armor_Linen1Hood) components: 0
 - ItemInfo (Item_Armor_CapePelt1) components: 0
 - ItemInfo (Item_Armor_CapeLinen1) components: 0
 - ItemInfo (Item_Tools_IronHoeBP) components: 0
 - ItemInfo (Item_Tools_IronBuildHammerBP) components: 0
 - ItemInfo (Item_Tools_IronRakeBP) components: 0
 - ItemInfo (Item_Tools_RoadmakerBP) components: 0
 - ItemInfo (Item_Tools_IronRoadmakerBP) components: 0
 - ItemInfo (Item_Tools_IronSkinningKnifeBP) components: 0
 - ItemInfo (Item_Armor_Iron0Helm) components: 0
 - ItemInfo (Item_Armor_LinenBoots) components: 0
 - ItemInfo (Item_Weaponry_CrudeRoundShieldBP) components: 0
 - ItemInfo (Item_Tools_ThatchBrushBP) components: 0
 - ItemInfo (Item_Weaponry_1HIronSwordBP) components: 0
 - ItemInfo (Item_Weaponry_2HIronSwordBP) components: 0
 - ItemInfo (Item_Weaponry_1HIronBattleAxeBP) components: 0
 - ItemInfo (Item_Weaponry_2HIronBattleAxeBP) components: 0
 - ItemInfo (Item_Tools_LargeIronPickaxeBP) components: 0
 - ItemInfo (Item_Weaponry_1HIronBattleHammerBP) components: 0
 - ItemInfo (Item_Weaponry_2HIronBattleHammerBP) components: 0
 - ItemInfo (Item_Tools_LargeIronAxeBP) components: 0
 - ItemInfo (Item_Weaponry_IronTippedArrowBP) components: 0
 - ItemInfo (Item_Weaponry_LongbowBP) components: 0
 - ItemInfo (Item_Tools_FlimsyFishingRodBP) components: 0
 - ItemInfo (Item_Weaponry_CrudeTowerShieldBP) components: 0
 - ItemInfo (Item_Weaponry_CrudeNormanShieldBP) components: 0
 - ItemInfo (Item_Weaponry_CrudeHeaterShieldBP) components: 0
 - ItemInfo (Item_Weaponry_2HHeavyClub) components: 0
 - ItemInfo (Item_Tools_SmolkrHornBP) components: 0
 - ItemInfo (Item_Decoration_WolfBP) components: 0
 - ItemInfo (Item_Decoration_Tag3BP) components: 0
 - ItemInfo (Item_Decoration_Tag2BP) components: 0
 - ItemInfo (Item_Decoration_Tag1BP) components: 0
 - ItemInfo (Item_Decoration_OdinBP) components: 0
 - ItemInfo (Item_Decoration_LogBP) components: 0
 - ItemInfo (Item_Decoration_JarlHeadBP) components: 0
 - ItemInfo (Item_Decoration_HaugrHeadBP) components: 0
 - ItemInfo (Item_Decoration_BearBP) components: 0
 - ItemInfo (Item_Decoration_RibbonBP) components: 0
 - ItemInfo (Item_Decoration_SmolkrBP) components: 0
 - ItemInfo (Item_Decoration_FreyaBP) components: 0
 - ItemInfo (Item_Decoration_FenrirBP) components: 0
 - ItemInfo (Item_Decoration_Air) components: 0
 - ItemInfo (Item_Decoration_Earth) components: 0
 - ItemInfo (Item_Decoration_Fire) components: 0
 - ItemInfo (Item_Decoration_Water) components: 0
 - ItemInfo (Item_Decoration_Tinsel1) components: 0
 - ItemInfo (Item_Decoration_Tinsel2) components: 0
 - ItemInfo (Item_Decoration_Tinsel3) components: 0
 - ItemInfo (Item_Decoration_CrawlerHeadBP) components: 0
 - ItemInfo (Item_Decoration_SkeletrollHeadBP) components: 0
 - ItemInfo (Item_Decoration_StoneJotunHeadBP) components: 0
 - ItemInfo (Item_Tools_WoodShovel) components: 0
 - ItemInfo (Item_Tools_IronShovel) components: 0
ItemInfoList (WorkshopBlueprints_T0) amount: 22
 - ItemInfo (Item_Binders_BasicRope) components: 0
 - ItemInfo (Item_Binders_5xBasicRope) components: 0
 - ItemInfo (Item_Materials_StoneBlade) components: 0
 - ItemInfo (Item_Materials_5x StoneBlade) components: 0
 - ItemInfo (Item_Tools_StoneAxe) components: 0
 - ItemInfo (Item_Tools_LargeStoneAxe) components: 0
 - ItemInfo (Item_Tools_StonePickaxe) components: 0
 - ItemInfo (Item_Tools_LargeStonePickaxe) components: 0
 - ItemInfo (Item_Tools_StoneKnife) components: 0
 - ItemInfo (Item_Tools_WoodHammer) components: 0
 - ItemInfo (Item_Tools_SimpleTorch) components: 0
 - ItemInfo (Item_Tools_WoodHoe) components: 0
 - ItemInfo (Item_Tools_WoodRake) components: 0
 - ItemInfo (Item_Tools_RoadmakerBP) components: 0
 - ItemInfo (Item_Tools_FlimsyFishingRodBP) components: 0
 - ItemInfo (Item_Weaponry_FlimsyBow) components: 0
 - ItemInfo (Item_Weaponry_WoodArrow) components: 0
 - ItemInfo (Item_Weaponry_1HFlimsyClub) components: 0
 - ItemInfo (Item_Weaponry_1HSimpleSpikedClub) components: 0
 - ItemInfo (Item_Weaponry_Shield1) components: 0
 - ItemInfo (Item_Weaponry_2HHeavyClub) components: 0
 - ItemInfo (Item_Tools_SmolkrHornBP) components: 0
ItemInfoList (StartItems_Villager) amount: 14
 - ItemInfo (Item_Backpacks_Simple) components: 0
 - ItemInfo (Item_WaterSkins_Simple) components: 0
 - ItemInfo (Item_Elements_Water) components: 0
 - ItemInfo (Item_Elements_Water) components: 0
 - ItemInfo (Item_Elements_Water) components: 0
 - ItemInfo (Item_Binders_BasicRope) components: 0
 - ItemInfo (Item_Axes_StoneAxe) components: 0
 - ItemInfo (Item_Pickaxes_StonePickaxe) components: 0
 - ItemInfo (Item_Hammers_WoodHammer) components: 0
 - ItemInfo (Item_Bait_Berries) components: 0
 - ItemInfo (Item_Bait_FishMeat) components: 0
 - ItemInfo (Item_Bait_RedMeat) components: 0
 - ItemInfo (Item_Hoes_WoodHoe) components: 0
 - ItemInfo (Item_Bait_MaggotBP) components: 0
ItemInfoList (Recipes_Barbecue_Small) amount: 11
 - ItemInfo (Item_Cooking_FiredMushroom) components: 0
 - ItemInfo (Item_Cooking_FiredMushroomGrey) components: 0
 - ItemInfo (Item_Cooking_FiredMushroomYellow) components: 0
 - ItemInfo (Item_Cooking_FriedRedMeat) components: 0
 - ItemInfo (Item_Cooking_FriedFishMeat) components: 0
 - ItemInfo (Item_Cooking_BurnedFood) components: 0
 - ItemInfo (Item_Cooking_BurnedFood) components: 0
 - ItemInfo (Item_Cooking_FiredBeetroot) components: 0
 - ItemInfo (Item_Cooking_FiredCarrot) components: 0
 - ItemInfo (Item_Cooking_FiredOnion) components: 0
 - ItemInfo (Item_Cooking_FiredCabbage) components: 0
ItemInfoList (GathererExcludedResources) amount: 3
 - ItemInfo (Item_Wood_Bark) components: 2
 - - Components item info (Item_Wood_BarkFibres) quantity: 1 chance: 1
 - - Components item info (Item_Wood_BarkFibres) quantity: 1 chance: 0,33
 - ItemInfo (Item_Wood_Thatch) components: 1
 - - Components item info (Item_Wood_BarkFibres) quantity: 1 chance: 1
 - ItemInfo (Harvest_Wood_DwarfSpruce) components: 2
 - - Components item info (Item_Wood_Sticks) quantity: 2 chance: 1
 - - Components item info (Item_Seeds_SpruceSeeds) quantity: 0 chance: 0,5
ItemInfoList (SimpleBonfireFuels) amount: 7
 - ItemInfo (Item_Wood_Firewood) components: 0
 - ItemInfo (Item_Wood_Coal) components: 0
 - ItemInfo (Item_Wood_Sticks) components: 0
 - ItemInfo (Item_Wood_Bark) components: 2
 - - Components item info (Item_Wood_BarkFibres) quantity: 1 chance: 1
 - - Components item info (Item_Wood_BarkFibres) quantity: 1 chance: 0,33
 - ItemInfo (Item_Wood_Thatch) components: 1
 - - Components item info (Item_Wood_BarkFibres) quantity: 1 chance: 1
 - ItemInfo (Item_Wood_PlankSmall) components: 0
 - ItemInfo (Item_Wood_Shaft) components: 0
ItemInfoList (StartItems_Draugar_Berserker) amount: 2
 - ItemInfo (Item_OneHanded_1HBattleaxeT2) components: 0
 - ItemInfo (Item_Shields_ShieldDraugar) components: 0
ItemInfoList (StartItems_Crockpot) amount: 4
 - ItemInfo (Item_SpecialBags_Pot) components: 0
 - ItemInfo (Item_Elements_Water) components: 0
 - ItemInfo (Item_Elements_Water) components: 0
 - ItemInfo (Item_Elements_Water) components: 0
ItemInfoList (Recipes_Crockpot) amount: 24
 - ItemInfo (Item_Cooking_SoupBeetroot) components: 0
 - ItemInfo (Item_Cooking_SoupBerries) components: 0
 - ItemInfo (Item_Cooking_SoupCabbage) components: 0
 - ItemInfo (Item_Cooking_SoupCarrot) components: 0
 - ItemInfo (Item_Cooking_SoupEggs) components: 0
 - ItemInfo (Item_Cooking_SoupFish) components: 0
 - ItemInfo (Item_Cooking_SoupGarlic) components: 0
 - ItemInfo (Item_Cooking_SoupMeat) components: 0
 - ItemInfo (Item_Cooking_SoupMushrooms) components: 0
 - ItemInfo (Item_Cooking_SoupMussel) components: 0
 - ItemInfo (Item_Cooking_SoupOnion) components: 0
 - ItemInfo (Item_Cooking_SoupVegetable) components: 0
 - ItemInfo (Item_Cooking_StewBeetroot) components: 0
 - ItemInfo (Item_Cooking_StewBerries) components: 0
 - ItemInfo (Item_Cooking_StewCabbage) components: 0
 - ItemInfo (Item_Cooking_StewCarrot) components: 0
 - ItemInfo (Item_Cooking_StewEggs) components: 0
 - ItemInfo (Item_Cooking_StewFish) components: 0
 - ItemInfo (Item_Cooking_StewGarlic) components: 0
 - ItemInfo (Item_Cooking_StewMeat) components: 0
 - ItemInfo (Item_Cooking_StewMushrooms) components: 0
 - ItemInfo (Item_Cooking_StewMussels) components: 0
 - ItemInfo (Item_Cooking_StewOnion) components: 0
 - ItemInfo (Item_Cooking_StewVegetable) components: 0
ItemInfoList (CuringRecipes_T2) amount: 3
 - ItemInfo (Item_Materials_CuredLeatherHide) components: 0
 - ItemInfo (Item_Materials_CuredLeatherPelt) components: 0
 - ItemInfo (Item_Materials_CuredLeatherHeavyPelt) components: 0
ItemInfoList (LeatherworkerBlueprints_T1) amount: 1
 - ItemInfo (Item_Materials_LeatherHide) components: 0
ItemInfoList (FishingStationBlueprints) amount: 4
 - ItemInfo (Item_Bait_FishMeat) components: 0
 - ItemInfo (Item_Bait_Berries) components: 0
 - ItemInfo (Item_Bait_RedMeat) components: 0
 - ItemInfo (Item_Bait_MaggotBP) components: 0
ItemInfoList (Recipes_Barbecue_Medium) amount: 7
 - ItemInfo (Item_Cooking_BurnedFood) components: 0
 - ItemInfo (Item_Cooking_FriedCod) components: 0
 - ItemInfo (Item_Cooking_FriedSalmon) components: 0
 - ItemInfo (Item_Cooking_FriedSeabass) components: 0
 - ItemInfo (Item_Cooking_FriedMackerel) components: 0
 - ItemInfo (Item_Cooking_FriedWolffish) components: 0
 - ItemInfo (Item_Cooking_FriedSturgeon) components: 0
ItemInfoList (CarpenterBlueprints_A_T1) amount: 2
 - ItemInfo (Item_Carpentry_ShaftCarpentry) components: 0
 - ItemInfo (Item_Carpentry_PlankCarpentry) components: 0
ItemInfoList (CompleteItemInfoList) amount: 841
 - ItemInfo (Item_Arrows_DraugarArrow) components: 0
 - ItemInfo (Item_Arrows_FireArrows) components: 0
 - ItemInfo (Item_Arrows_IronTippedArrow) components: 0
 - ItemInfo (Item_Arrows_WoodArrows) components: 0
 - ItemInfo (Item_Arrows_WoodArrowsBone) components: 0
 - ItemInfo (Item_Boots_BaseBoots) components: 0
 - ItemInfo (Item_Boots_Berserkr) components: 0
 - ItemInfo (Item_Boots_Boots5) components: 0
 - ItemInfo (Item_Boots_Cloth0) components: 0
 - ItemInfo (Item_Boots_Cloth1) components: 0
 - ItemInfo (Item_Boots_Leather0) components: 0
 - ItemInfo (Item_Cape_Cloth1) components: 0
 - ItemInfo (Item_Cape_Pelt1Cape) components: 0
 - ItemInfo (Item_Cape_Pelt2Cape) components: 0
 - ItemInfo (Item_Chest_BaseChest) components: 0
 - ItemInfo (Item_Chest_Chain1) components: 0
 - ItemInfo (Item_Chest_Chest5) components: 0
 - ItemInfo (Item_Chest_Cloth0) components: 0
 - ItemInfo (Item_Chest_Cloth1) components: 0
 - ItemInfo (Item_Chest_Cloth2) components: 0
 - ItemInfo (Item_Chest_Leather1) components: 0
 - ItemInfo (Item_Gloves_BaseGloves) components: 0
 - ItemInfo (Item_Gloves_Berserkr) components: 0
 - ItemInfo (Item_Gloves_Cloth0) components: 0
 - ItemInfo (Item_Gloves_Gloves5) components: 0
 - ItemInfo (Item_Gloves_Leather0) components: 0
 - ItemInfo (Item_Helmets_BaseHelmet) components: 0
 - ItemInfo (Item_Helmets_Berserkr) components: 0
 - ItemInfo (Item_Helmets_Cloth0) components: 0
 - ItemInfo (Item_Helmets_Cloth1) components: 0
 - ItemInfo (Item_Helmets_Cloth1Hood) components: 0
 - ItemInfo (Item_Helmets_ClothCap) components: 0
 - ItemInfo (Item_Helmets_Helm5) components: 0
 - ItemInfo (Item_Helmets_Iron0) components: 0
 - ItemInfo (Item_Helmets_Iron2) components: 0
 - ItemInfo (Item_Helmets_Iron3) components: 0
 - ItemInfo (Item_Helmets_Iron4) components: 0
 - ItemInfo (Item_Helmets_Leather1) components: 0
 - ItemInfo (Item_Helmets_LeatherArmingCap) components: 0
 - ItemInfo (Item_Pants_BasePants) components: 0
 - ItemInfo (Item_Pants_Berserkr) components: 0
 - ItemInfo (Item_Pants_Cloth0) components: 0
 - ItemInfo (Item_Pants_Cloth1) components: 0
 - ItemInfo (Item_Pants_Pants5) components: 0
 - ItemInfo (Item_Shoulders_BaseShoulders) components: 0
 - ItemInfo (Item_Shoulders_IronShouldersPads1) components: 0
 - ItemInfo (Item_Shoulders_IronShouldersPads2) components: 0
 - ItemInfo (Item_Shoulders_LeatherShouldersPads) components: 0
 - ItemInfo (Item_Shoulders_LeatherShouldersPads2) components: 0
 - ItemInfo (Item_AmmoBags_Simple) components: 0
 - ItemInfo (Item_Backpacks_Simple) components: 0
 - ItemInfo (Item_FoodBags_Simple) components: 0
 - ItemInfo (Item_SpecialBags_BloomBlock) components: 0
 - ItemInfo (Item_SpecialBags_BloomBlockHot) components: 0
 - ItemInfo (Item_SpecialBags_BloomBlockHotL2) components: 0
 - ItemInfo (Item_SpecialBags_BloomBlockL2) components: 0
 - ItemInfo (Item_SpecialBags_Oven) components: 0
 - ItemInfo (Item_SpecialBags_Pot) components: 0
 - ItemInfo (Item_UtilityBags_Simple) components: 0
 - ItemInfo (Item_WaterSkins_Simple) components: 0
 - ItemInfo (Item_Addons_Barbecue) components: 0
 - ItemInfo (Item_Addons_Dyer) components: 0
 - ItemInfo (Item_Addons_DyerL2) components: 0
 - ItemInfo (Item_Addons_FireCover) components: 0
 - ItemInfo (Item_Addons_GuardtowerHorn) components: 0
 - ItemInfo (Item_Addons_GuardtowerRoof) components: 0
 - ItemInfo (Item_Addons_HedgeSpikes) components: 0
 - ItemInfo (Item_Addons_HedgeSpikesShort) components: 0
 - ItemInfo (Item_Addons_HouseL2_1x1) components: 0
 - ItemInfo (Item_Addons_HouseL2_2x1) components: 0
 - ItemInfo (Item_Addons_LeatherworkerL1) components: 0
 - ItemInfo (Item_Addons_LeatherworkerL2) components: 0
 - ItemInfo (Item_Addons_OutpostL1BuilderBoard) components: 0
 - ItemInfo (Item_Addons_OutpostL1Tower) components: 0
 - ItemInfo (Item_Addons_OutpostL1Wall1) components: 0
 - ItemInfo (Item_Addons_OutpostL1Wall2) components: 0
 - ItemInfo (Item_Addons_WarehouseExtension) components: 0
 - ItemInfo (Item_Addons_WarehouseRoof) components: 0
 - ItemInfo (Item_Addons_WarehouseT2Extension) components: 0
 - ItemInfo (Item_Addons_WarehouseT2Roof) components: 0
 - ItemInfo (Item_Addons_WatchtowerHorn) components: 0
 - ItemInfo (Item_Addons_WatchtowerReinforcement) components: 0
 - ItemInfo (Item_Addons_WatchtowerRoof) components: 0
 - ItemInfo (Item_Addons_Weaver) components: 0
 - ItemInfo (Item_Addons_WeaverL2) components: 0
 - ItemInfo (Item_Armor_BaseBoots) components: 0
 - ItemInfo (Item_Armor_BaseChest) components: 0
 - ItemInfo (Item_Armor_BaseGloves) components: 0
 - ItemInfo (Item_Armor_BasePants) components: 0
 - ItemInfo (Item_Armor_BaseShoulders) components: 0
 - ItemInfo (Item_Armor_Boots5) components: 0
 - ItemInfo (Item_Armor_CapeLinen1) components: 0
 - ItemInfo (Item_Armor_CapePelt1) components: 0
 - ItemInfo (Item_Armor_CapePelt2) components: 0
 - ItemInfo (Item_Armor_Chain1Chest) components: 0
 - ItemInfo (Item_Armor_Chest5) components: 0
 - ItemInfo (Item_Armor_Cloth2CapBP) components: 0
 - ItemInfo (Item_Armor_ClothCapBP) components: 0
 - ItemInfo (Item_Armor_Gloves5) components: 0
 - ItemInfo (Item_Armor_Helm5) components: 0
 - ItemInfo (Item_Armor_Iron0Helm) components: 0
 - ItemInfo (Item_Armor_Iron2HelmBP) components: 0
 - ItemInfo (Item_Armor_Iron3HelmBP) components: 0
 - ItemInfo (Item_Armor_Iron4HelmBP) components: 0
 - ItemInfo (Item_Armor_Leather1Chest) components: 0
 - ItemInfo (Item_Armor_Leather1Shoulders) components: 0
 - ItemInfo (Item_Armor_Leather2Shoulders) components: 0
 - ItemInfo (Item_Armor_LeatherArmingCapBP) components: 0
 - ItemInfo (Item_Armor_Linen1Boots) components: 0
 - ItemInfo (Item_Armor_Linen1Chest) components: 0
 - ItemInfo (Item_Armor_Linen1Helm) components: 0
 - ItemInfo (Item_Armor_Linen1Hood) components: 0
 - ItemInfo (Item_Armor_Linen1Pants) components: 0
 - ItemInfo (Item_Armor_Linen2Chest) components: 0
 - ItemInfo (Item_Armor_LinenBoots) components: 0
 - ItemInfo (Item_Armor_LinenChest) components: 0
 - ItemInfo (Item_Armor_LinenGloves) components: 0
 - ItemInfo (Item_Armor_LinenHelm) components: 0
 - ItemInfo (Item_Armor_LinenPants) components: 0
 - ItemInfo (Item_Armor_Pants5) components: 0
 - ItemInfo (Item_Armor_Plate1Shoulders) components: 0
 - ItemInfo (Item_Armor_Plate2Shoulders) components: 0
 - ItemInfo (Item_Bait_Berries) components: 0
 - ItemInfo (Item_Bait_FishMeat) components: 0
 - ItemInfo (Item_Bait_MaggotBP) components: 0
 - ItemInfo (Item_Bait_RedMeat) components: 0
 - ItemInfo (Item_Binders_5xBasicRope) components: 0
 - ItemInfo (Item_Binders_BasicRope) components: 0
 - ItemInfo (Item_Bushcraft_Cart) components: 0
 - ItemInfo (Item_Bushcraft_DogTrap) components: 0
 - ItemInfo (Item_Bushcraft_FlimsyWaterPouch) components: 0
 - ItemInfo (Item_Bushcraft_ImprovedFire) components: 0
 - ItemInfo (Item_Bushcraft_SimpleFire) components: 0
 - ItemInfo (Item_Bushcraft_Sled) components: 0
 - ItemInfo (Item_Carpentry_BeamCarpentry) components: 1
 - - Components item info (Item_Wood_Bark) quantity: 1 chance: 0,25
 - ItemInfo (Item_Carpentry_LongPlankCarpentry) components: 0
 - ItemInfo (Item_Carpentry_PlankCarpentry) components: 0
 - ItemInfo (Item_Carpentry_PostCarpentry) components: 1
 - - Components item info (Item_Wood_Bark) quantity: 1 chance: 0,25
 - ItemInfo (Item_Carpentry_ShaftCarpentry) components: 0
 - ItemInfo (Item_Carpentry_SmallPlankCarpentry) components: 0
 - ItemInfo (Item_Carpentry_SmallPlankCarpentryAlt) components: 0
 - ItemInfo (Item_Cooking_BurnedFood) components: 0
 - ItemInfo (Item_Cooking_FiredBeetroot) components: 0
 - ItemInfo (Item_Cooking_FiredCabbage) components: 0
 - ItemInfo (Item_Cooking_FiredCarrot) components: 0
 - ItemInfo (Item_Cooking_FiredMushroom) components: 0
 - ItemInfo (Item_Cooking_FiredMushroomGrey) components: 0
 - ItemInfo (Item_Cooking_FiredMushroomYellow) components: 0
 - ItemInfo (Item_Cooking_FiredOnion) components: 0
 - ItemInfo (Item_Cooking_FriedCod) components: 0
 - ItemInfo (Item_Cooking_FriedFishMeat) components: 0
 - ItemInfo (Item_Cooking_FriedMackerel) components: 0
 - ItemInfo (Item_Cooking_FriedRedMeat) components: 0
 - ItemInfo (Item_Cooking_FriedSalmon) components: 0
 - ItemInfo (Item_Cooking_FriedSeabass) components: 0
 - ItemInfo (Item_Cooking_FriedSturgeon) components: 0
 - ItemInfo (Item_Cooking_FriedWolffish) components: 0
 - ItemInfo (Item_Cooking_Goop) components: 0
 - ItemInfo (Item_Cooking_KilnDefaultRecipe) components: 0
 - ItemInfo (Item_Cooking_KilnDefaultRecipeL2) components: 0
 - ItemInfo (Item_Cooking_PieFishBP) components: 0
 - ItemInfo (Item_Cooking_PieForagerBP) components: 0
 - ItemInfo (Item_Cooking_PieHunterBP) components: 0
 - ItemInfo (Item_Cooking_PieSweetBP) components: 0
 - ItemInfo (Item_Cooking_PieWarriorBP) components: 0
 - ItemInfo (Item_Cooking_SoupBeetroot) components: 0
 - ItemInfo (Item_Cooking_SoupBerries) components: 0
 - ItemInfo (Item_Cooking_SoupCabbage) components: 0
 - ItemInfo (Item_Cooking_SoupCarrot) components: 0
 - ItemInfo (Item_Cooking_SoupEggs) components: 0
 - ItemInfo (Item_Cooking_SoupFish) components: 0
 - ItemInfo (Item_Cooking_SoupGarlic) components: 0
 - ItemInfo (Item_Cooking_SoupMeat) components: 0
 - ItemInfo (Item_Cooking_SoupMushrooms) components: 0
 - ItemInfo (Item_Cooking_SoupMussel) components: 0
 - ItemInfo (Item_Cooking_SoupOnion) components: 0
 - ItemInfo (Item_Cooking_SoupVegetable) components: 0
 - ItemInfo (Item_Cooking_StewBeetroot) components: 0
 - ItemInfo (Item_Cooking_StewBerries) components: 0
 - ItemInfo (Item_Cooking_StewCabbage) components: 0
 - ItemInfo (Item_Cooking_StewCarrot) components: 0
 - ItemInfo (Item_Cooking_StewCod) components: 0
 - ItemInfo (Item_Cooking_StewEggs) components: 0
 - ItemInfo (Item_Cooking_StewFish) components: 0
 - ItemInfo (Item_Cooking_StewGarlic) components: 0
 - ItemInfo (Item_Cooking_StewMeat) components: 0
 - ItemInfo (Item_Cooking_StewMushrooms) components: 0
 - ItemInfo (Item_Cooking_StewMussels) components: 0
 - ItemInfo (Item_Cooking_StewOnion) components: 0
 - ItemInfo (Item_Cooking_StewSeabass) components: 0
 - ItemInfo (Item_Cooking_StewVegetable) components: 0
 - ItemInfo (Item_Decoration_Air) components: 0
 - ItemInfo (Item_Decoration_ArchFlimsy) components: 0
 - ItemInfo (Item_Decoration_BearBP) components: 0
 - ItemInfo (Item_Decoration_CrawlerHeadBP) components: 0
 - ItemInfo (Item_Decoration_DecorativeBirch) components: 0
 - ItemInfo (Item_Decoration_Earth) components: 0
 - ItemInfo (Item_Decoration_FenrirBP) components: 0
 - ItemInfo (Item_Decoration_Fire) components: 0
 - ItemInfo (Item_Decoration_FreyaBP) components: 0
 - ItemInfo (Item_Decoration_GardenLarge) components: 0
 - ItemInfo (Item_Decoration_GardenLupini) components: 0
 - ItemInfo (Item_Decoration_HaugrHeadBP) components: 0
 - ItemInfo (Item_Decoration_JarlHeadBP) components: 0
 - ItemInfo (Item_Decoration_LogBP) components: 0
 - ItemInfo (Item_Decoration_OdinBP) components: 0
 - ItemInfo (Item_Decoration_RibbonBP) components: 0
 - ItemInfo (Item_Decoration_SkeletrollHeadBP) components: 0
 - ItemInfo (Item_Decoration_SmolkrBP) components: 0
 - ItemInfo (Item_Decoration_StoneJotunHeadBP) components: 0
 - ItemInfo (Item_Decoration_Tag1BP) components: 0
 - ItemInfo (Item_Decoration_Tag2BP) components: 0
 - ItemInfo (Item_Decoration_Tag3BP) components: 0
 - ItemInfo (Item_Decoration_Tinsel1) components: 0
 - ItemInfo (Item_Decoration_Tinsel2) components: 0
 - ItemInfo (Item_Decoration_Tinsel3) components: 0
 - ItemInfo (Item_Decoration_Water) components: 0
 - ItemInfo (Item_Decoration_WolfBP) components: 0
 - ItemInfo (Item_Decoration_YuleTree) components: 0
 - ItemInfo (Item_Development_PeopleIdle1(Clone)) components: 0
 - ItemInfo (Item_Development_PeopleIdle1) components: 0
 - ItemInfo (Item_Development_ResourceFire) components: 0
 - ItemInfo (Item_Dyeing_Cloth0Dyeing) components: 0
 - ItemInfo (Item_Dyeing_Cloth1Dyeing) components: 0
 - ItemInfo (Item_Dyeing_StrucurePainting) components: 0
 - ItemInfo (Item_Dyeing_YuleDecorationDyeing0) components: 0
 - ItemInfo (Item_Dyeing_YuleDecorationDyeing1) components: 0
 - ItemInfo (Item_Dyes_Amber) components: 0
 - ItemInfo (Item_Dyes_Appels├şnugulur) components: 0
